city,country,admin_name,capital,population,id
Hoboken,United States,New Jersey,,52677.0,1840003599
Algonquin,United States,Illinois,,30897.0,1840010110
Orange Beach,United States,Alabama,,6235.0,1840014980
Noblesville,United States,Indiana,,64668.0,1840013891
Crystal,United States,Minnesota,,22899.0,1840006745
Fajardo,Puerto Rico,Puerto Rico,,24950.0,1630035668
New Britain,United States,Connecticut,,72495.0,1840004774
Allen Park,United States,Michigan,,26940.0,1840003967
Ramsey,United States,Minnesota,,27721.0,1840008904
Mantua,United States,New Jersey,,14941.0,1840081677
Markham,Canada,Ontario,,328966.0,1124272698
Aiken,United States,South Carolina,,30869.0,1840013722
Santa Cruz,Bolivia,Santa Cruz,admin,3151676.0,1068129363
Colima,Mexico,Colima,admin,137383.0,1484585697
Kasama,Zambia,Northern,admin,200000.0,1894305215
Titusville,United States,Florida,,57891.0,1840015962
Round Rock,United States,Texas,,133372.0,1840020879
Dallas,United States,Texas,,5743938.0,1840019440
Green,United States,Ohio,,25752.0,1840008254
Annandale,United States,Virginia,,43295.0,1840006011
Martinsburg,United States,West Virginia,,17454.0,1840005742
Yeosu,"Korea, South",Jeonnam,minor,341994.0,1410002025
Beaconsfield,Canada,Quebec,,19115.0,1124755118
Hino,Japan,Tōkyō,,190598.0,1392686410
Crescent City,United States,California,,16849.0,1840018707
Malang,Indonesia,Jawa Timur,,780000.0,1360141408
Songkhla,Thailand,Songkhla,admin,63834.0,1764543650
Torreon,Mexico,Coahuila de Zaragoza,minor,679288.0,1484215762
Tulsa,United States,Oklahoma,,671033.0,1840021672
Cambridge,Canada,Ontario,,129920.0,1124113576
Vicente Lopez,Argentina,Buenos Aires,,22419.0,1032549688
Everett,United States,Washington,,111475.0,1840019785
Athens,Greece,Attikí,primary,664046.0,1300715560
Whitefish Bay,United States,Wisconsin,,13783.0,1840003036
Dickinson,United States,North Dakota,,23133.0,1840000192
Dixon,United States,California,,20803.0,1840018859
O'Fallon,United States,Missouri,,88673.0,1840008571
South Boston,United States,Virginia,,7740.0,1840037461
Altrincham,United Kingdom,Trafford,,52419.0,1826280426
Esslingen,Germany,Baden-Württemberg,minor,93542.0,1276510955
Livermore,United States,California,,90923.0,1840020294
Jamestown,"Saint Helena, Ascension, And Tristan Da Cunha",Saint Helena,primary,714.0,1654761576
Rosemead,United States,California,,54058.0,1840020495
Santa Monica,United States,California,,90401.0,1840021866
Thetford,United Kingdom,Norfolk,,24340.0,1826591780
Wilkes-Barre,United States,Pennsylvania,,40766.0,1840000777
Prince George,Canada,British Columbia,,74003.0,1124733292
New Orleans,United States,Louisiana,,1020886.0,1840001839
Berwyn,United States,Illinois,,54391.0,1840007027
San Lorenzo,Paraguay,Central,,258919.0,1600667303
Manzanillo,Mexico,Colima,minor,184541.0,1484223913
Walpole,United States,Massachusetts,,25129.0,1840053559
Volo,United States,Illinois,,5813.0,1840011182
Monona,United States,Wisconsin,,8175.0,1840002920
Cameron Park,United States,Texas,,6241.0,1840037105
Miami Springs,United States,Florida,,13917.0,1840015152
Tepic,Mexico,Nayarit,admin,332863.0,1484433877
Eden Prairie,United States,Minnesota,,64893.0,1840007821
Boca Raton,United States,Florida,,99805.0,1840014207
Peachtree City,United States,Georgia,,36223.0,1840014822
Alor Setar,Malaysia,Kedah,admin,217000.0,1458273978
Tomisato,Japan,Chiba,,49470.0,1392179230
St. Cloud,United States,Minnesota,,115028.0,1840008881
Medina,Saudi Arabia,Al Madīnah al Munawwarah,admin,1180770.0,1682345785
Braunschweig,Germany,Lower Saxony,minor,248292.0,1276941443
Key Biscayne,United States,Florida,,12846.0,1840018333
Owasso,United States,Oklahoma,,36957.0,1840020385
Delhi,India,Delhi,admin,29617000.0,1356872604
Abbotsford,Canada,British Columbia,,141397.0,1124808029
Clovis,United States,California,,114584.0,1840018944
Claremont,United States,California,,36266.0,1840019216
Begles,France,Nouvelle-Aquitaine,,28601.0,1250300357
Woolwich,United Kingdom,Greenwich,,84959.0,1826479020
Solihull,United Kingdom,Solihull,,123187.0,1826720500
Burlington,Canada,Ontario,,183314.0,1124955083
Cranford,United States,New Jersey,,24014.0,1840081744
Cornelius,United States,Oregon,,12822.0,1840018557
Queretaro,Mexico,Querétaro,admin,804663.0,1484604775
San Antonio,United States,Texas,,2049293.0,1840022220
Gilroy,United States,California,,118993.0,1840020327
Burleson,United States,Texas,,48225.0,1840019467
Rocky Mount,United States,North Carolina,,64018.0,1840014490
Topsham,United States,Maine,,8810.0,1840053028
Laval,Canada,Quebec,,422993.0,1124922301
Willows,United States,California,,7234.0,1840021438
Quezon,Philippines,Bukidnon,,104116.0,1608600962
Amelia,Italy,Umbria,,11828.0,1380920464
Brierley Hill,United Kingdom,Dudley,,13935.0,1826736582
Parkland,United States,Washington,,37303.0,1840018453
Aarau,Switzerland,Aargau,admin,21268.0,1756722157
Las Cruces,United States,New Mexico,,136254.0,1840020683
Valenciennes,France,Hauts-de-France,minor,43336.0,1250025032
Tagaytay,Philippines,Cavite,,71181.0,1608593949
Hillside,United States,New Jersey,,21928.0,1840081741
Penticton,Canada,British Columbia,,33761.0,1124613898
Chalandri,Greece,Attikí,minor,74192.0,1300443208
Fontana,United States,California,,214547.0,1840020402
Chaska,United States,Minnesota,,26989.0,1840006760
Jericho,United States,New York,,13889.0,1840005268
Bay City,United States,Michigan,,66107.0,1840002583
Oregon,United States,Ohio,,20055.0,1840000570
Moorpark,United States,California,,36375.0,1840020472
University Park,United States,Florida,,26620.0,1840029013
Cathedral City,United States,California,,55007.0,1840019293
Ginowan,Japan,Okinawa,,99256.0,1392613742
Alamo,Mexico,Veracruz,minor,25159.0,1484161565
Castlegar,Canada,British Columbia,,8039.0,1124379972
Winnetka,United States,Illinois,,12316.0,1840011317
Brookfield,United States,Illinois,,18310.0,1840010142
Vantaa,Finland,Uusimaa,minor,214605.0,1246957545
Auckland,New Zealand,Auckland,admin,1470100.0,1554435911
Somers Point,United States,New Jersey,,10174.0,1840001537
Williamston,United States,Michigan,,6498.0,1840000420
Lapu-Lapu City,Philippines,Lapu-Lapu,admin,408112.0,1608430676
Walker,United States,Michigan,,24869.0,1840002925
Leander,United States,Texas,,62608.0,1840020877
Citrus Heights,United States,California,,87796.0,1840018845
Morristown,United States,New Jersey,,19261.0,1840003577
Blue Springs,United States,Missouri,,55829.0,1840007396
Buellton,United States,California,,5102.0,1840019186
Carbondale,United States,Illinois,,65671.0,1840007560
Maebashi,Japan,Gunma,admin,331576.0,1392333295
Valencia,Venezuela,Carabobo,admin,1484430.0,1862309871
Peabody,United States,Massachusetts,,53070.0,1840000414
Lambertville,United States,Michigan,,9524.0,1840006576
Ocala,United States,Florida,,169383.0,1840015067
Jackson,United States,Mississippi,admin,325350.0,1840014895
Garden City,United States,Kansas,,29659.0,1840001669
Cleveland,United States,Ohio,,1710093.0,1840000596
Snohomish,United States,Washington,,10154.0,1840021078
Great Falls,United States,Montana,,65131.0,1840019839
Sochi,Russia,Krasnodarskiy Kray,,411524.0,1643009782
Tsu,Japan,Mie,admin,273267.0,1392082102
Gaylord,United States,Michigan,,8388.0,1840002148
Liege,Belgium,Wallonia,minor,197885.0,1056513284
Fallon,United States,Nevada,,16313.0,1840020191
Ribeirao Preto,Brazil,São Paulo,,666323.0,1076524478
Brooklyn Center,United States,Minnesota,,30690.0,1840004022
Cornwall,Canada,Ontario,,46589.0,1124938303
Torrington,United States,Connecticut,,40003.0,1840004770
Vail,United States,Arizona,,12982.0,1840019487
Fishers,United States,Indiana,,95310.0,1840010496
Uppsala,Sweden,Uppsala,admin,165456.0,1752953686
Taytay,Philippines,Rizal,,319104.0,1608530771
Scappoose,United States,Oregon,,7564.0,1840021186
New Westminster,Canada,British Columbia,,70996.0,1124196524
Florida City,United States,Florida,,11771.0,1840014250
Oak Creek,United States,Wisconsin,,36325.0,1840003047
Welwyn Garden City,United Kingdom,Hertfordshire,,46619.0,1826345498
Marquette,United States,Michigan,,26491.0,1840003923
Dieppe,Canada,New Brunswick,,107068.0,1124195431
Bethesda,United States,Maryland,,63195.0,1840005826
Kayseri,Turkey,Kayseri,admin,1389680.0,1792945815
Exmouth,United Kingdom,Devon,,34432.0,1826008044
Farragut,United States,Tennessee,,23778.0,1840016171
Shoreline,United States,Washington,,57027.0,1840021118
Sakata,Japan,Yamagata,,99235.0,1392418961
Ridgecrest,United States,California,,32684.0,1840020417
Hashima,Japan,Gifu,,66312.0,1392769362
Piracicaba,Brazil,São Paulo,,342209.0,1076166252
Fullerton,United States,California,,138632.0,1840020576
Sanford,United States,Florida,,61448.0,1840015958
Ruidoso,United States,New Mexico,,9442.0,1840022873
Bideford,United Kingdom,Devon,,17107.0,1826207226
Basel,Switzerland,Basel-Stadt,admin,177595.0,1756731313
Burke,United States,Virginia,,42806.0,1840006014
Layton,United States,Utah,,78014.0,1840020145
Nara,Japan,Nara,admin,352377.0,1392520831
Avellaneda,Argentina,Buenos Aires,minor,24313.0,1032478683
Chilliwack,Canada,British Columbia,,83788.0,1124531262
Kalamazoo,United States,Michigan,,215193.0,1840003185
Norco,United States,California,,26604.0,1840020554
Ocean City,United States,New Jersey,,10971.0,1840001598
Pullman,United States,Washington,,34506.0,1840019864
Ciudad del Carmen,Mexico,Campeche,minor,169466.0,1484192447
Nicholasville,United States,Kentucky,,30912.0,1840014330
Oshkosh,United States,Wisconsin,,75536.0,1840002246
Kendall,United States,Florida,,75312.0,1840014244
Soka,Japan,Saitama,,251390.0,1392354483
South Lebanon,United States,Pennsylvania,,9878.0,1840149649
Kamloops,Canada,British Columbia,,100046.0,1124735582
Republic,United States,Missouri,,16938.0,1840009906
Suisun City,United States,California,,29663.0,1840028115
White Plains,United States,New York,,58109.0,1840003477
Limerick,Ireland,Limerick,admin,58319.0,1372126011
Rolla,United States,Missouri,,21059.0,1840009849
Sendai,Japan,Miyagi,admin,1058070.0,1392457903
Folkestone,United Kingdom,Kent,,46698.0,1826257230
Calhoun,United States,Georgia,,34754.0,1840013596
Glenview,United States,Illinois,,47308.0,1840011280
Montpellier,France,Occitanie,minor,607896.0,1250819356
Oakland,United States,California,,433031.0,1840020296
Salina,United States,Kansas,,46550.0,1840001647
Oregon City,United States,Oregon,,37339.0,1840019954
Rock Springs,United States,Wyoming,,25913.0,1840020101
Millville,United States,New Jersey,,27391.0,1840001550
Longwood,United States,Florida,,15561.0,1840015957
Levis,Canada,Quebec,,143414.0,1124958950
Killeen,United States,Texas,,258009.0,1840020854
Bethel,United States,Connecticut,,19663.0,1840034129
Iruma,Japan,Saitama,,145778.0,1392661533
Fulshear,United States,Texas,,13914.0,1840020946
Evanston,United States,Illinois,,73473.0,1840008129
Kirkwood,United States,Missouri,,27807.0,1840008598
Topeka,United States,Kansas,admin,147458.0,1840001621
Barnet,United Kingdom,Barnet,,47359.0,1826246190
Forney,United States,Texas,,50251.0,1840020734
Hereford,United Kingdom,Herefordshire,,55955.0,1826996583
Lady Lake,United States,Florida,,16020.0,1840017229
Dalton,United States,Georgia,,86628.0,1840014651
Broadview Heights,United States,Ohio,,19102.0,1840000591
La Quinta,United States,California,,41748.0,1840020559
Cotati,United States,California,,7410.0,1840018840
Gridley,United States,California,,9237.0,1840020181
Salmon Arm,Canada,British Columbia,,17706.0,1124478865
West Bend,United States,Wisconsin,,69504.0,1840002829
Waynesboro,United States,Pennsylvania,,26694.0,1840001415
Ewa Beach,United States,Hawaii,,14479.0,1840029470
Jefferson,United States,New Jersey,,21035.0,1840081740
Merrick,United States,New York,,20130.0,1840005238
Ronkonkoma,United States,New York,,18309.0,1840005071
Broken Arrow,United States,Oklahoma,,110198.0,1840019059
Samsun,Turkey,Samsun,admin,1335716.0,1792169057
Muncie,United States,Indiana,,87879.0,1840008365
Big Rapids,United States,Michigan,,13921.0,1840002678
Loughton,United Kingdom,Essex,,31106.0,1826436728
Larchmont,United States,New York,,6087.0,1840004934
Sevilla,Spain,Andalusia,admin,1107000.0,1724991838
Sulphur,United States,Louisiana,,20065.0,1840015927
Overland Park,United States,Kansas,,195494.0,1840003834
Buckeye,United States,Arizona,,79620.0,1840021939
Dunfermline,United Kingdom,Fife,,54050.0,1826424354
Sakarya,Turkey,Sakarya,admin,260109.0,1792191587
Bensenville,United States,Illinois,,18044.0,1840011398
Hopewell,United States,Virginia,,22529.0,1840003859
Arlington Heights,United States,Illinois,,74760.0,1840011243
Itasca,United States,Illinois,,9805.0,1840011400
Sapporo,Japan,Hokkaidō,admin,1961690.0,1392000195
Margate City,United States,New Jersey,,5865.0,1840003793
Clute,United States,Texas,,11690.0,1840019669
Bordentown,United States,New Jersey,,11967.0,1840001476
Cainta,Philippines,Rizal,,322128.0,1608314665
Orange City,United States,Florida,,12335.0,1840015075
Woods Cross,United States,Utah,,11431.0,1840021355
Kirkland,United States,Washington,,93010.0,1840019836
Worcester,United States,Massachusetts,,498328.0,1840000434
Yogyakarta,Indonesia,Yogyakarta,admin,422732.0,1360384833
Las Vegas,United States,Nevada,,2104198.0,1840020364
Nakhon Pathom,Thailand,Nakhon Pathom,admin,78780.0,1764251992
Uxbridge,United Kingdom,Hillingdon,,70560.0,1826505308
Evans,United States,Georgia,,37114.0,1840013095
Beltsville,United States,Maryland,,17812.0,1840005945
Simsbury,United States,Connecticut,,24799.0,1840045081
Warr Acres,United States,Oklahoma,,10118.0,1840021743
Vallejo,United States,California,,173256.0,1840021499
Murrells Inlet,United States,South Carolina,,9137.0,1840013742
Colleyville,United States,Texas,,27091.0,1840019430
Central Islip,United States,New York,,31205.0,1840005028
Batangas,Philippines,Batangas,admin,329874.0,1608417616
Sharjah,United Arab Emirates,Ash Shāriqah,admin,1400000.0,1784152993
Council Bluffs,United States,Iowa,,62166.0,1840007117
Xalapa,Mexico,Veracruz,admin,525147.0,1484334948
Liphook,United Kingdom,Hampshire,,8491.0,1826850012
Apache Junction,United States,Arizona,,42571.0,1840019365
Prattville,United States,Alabama,,35957.0,1840004086
Austin,United States,Texas,admin,1687311.0,1840019590
Lanham,United States,Maryland,,11120.0,1840026687
Surprise,United States,Arizona,,141664.0,1840021941
Fairview Heights,United States,Illinois,,16303.0,1840008630
Belvidere,United States,Illinois,,25143.0,1840006971
Haverhill,United Kingdom,Suffolk,,27041.0,1826015750
Fenton,United Kingdom,Stoke-on-Trent,,12070.0,1826789719
Molalla,United States,Oregon,,10001.0,1840019953
Pontianak,Indonesia,Kalimantan Barat,admin,618388.0,1360992394
Massillon,United States,Ohio,,32584.0,1840000965
Bountiful,United States,Utah,,43981.0,1840018737
Trujillo,Peru,La Libertad,admin,919899.0,1604613706
Carlisle,United Kingdom,Cumbria,,75306.0,1826843688
San Justo,Argentina,Buenos Aires,minor,136604.0,1032899295
Union,United States,New Jersey,,58297.0,1840056367
Powell,United States,Ohio,,13375.0,1840009430
Gaithersburg,United States,Maryland,,67985.0,1840005848
Westchester,United States,Florida,,29778.0,1840014241
Morton,United States,Illinois,,16277.0,1840011991
Rhyl,United Kingdom,Denbighshire,,25149.0,1826387077
Chantilly,United States,Virginia,,24368.0,1840006016
Bursa,Turkey,Bursa,admin,2901396.0,1792903330
Tlaquepaque,Mexico,Jalisco,minor,575942.0,1484087945
Paramount,United States,California,,53955.0,1840020504
Cedar Park,United States,Texas,,79462.0,1840019572
Roslyn Heights,United States,New York,,6553.0,1840005254
Muskegon,United States,Michigan,,153565.0,1840002870
Hudsonville,United States,Michigan,,7348.0,1840002997
Bourne,United Kingdom,Lincolnshire,,13961.0,1826267550
Sutton,United Kingdom,Sutton,,41483.0,1826827095
Belgrade,Serbia,Beograd,primary,1378682.0,1688374696
Clearwater,United States,Florida,,116946.0,1840015110
Merrifield,United States,Virginia,,18291.0,1840006019
Waianae,United States,Hawaii,,13609.0,1840029552
Changzhou,China,Jiangsu,minor,4592431.0,1156185511
Berkeley,United States,California,,121363.0,1840018914
Louisville,United States,Kentucky,,1005654.0,1840030815
St. Catharines,Canada,Ontario,,309319.0,1124140229
Kingstowne,United States,Virginia,,17517.0,1840041770
Venice,Italy,Veneto,admin,261321.0,1380660414
St. John's,Canada,Newfoundland and Labrador,,108860.0,1124741456
North Canton,United States,Ohio,,17176.0,1840008290
Portage,United States,Michigan,,49445.0,1840003183
King of Prussia,United States,Pennsylvania,,21313.0,1840005464
Fox Point,United States,Wisconsin,,6543.0,1840003042
Stoughton,United States,Massachusetts,,28639.0,1840053558
Lake Stevens,United States,Washington,,33911.0,1840019794
Park City,United States,Illinois,,7438.0,1840009133
Fishkill,United States,New York,,24151.0,1840004748
Petaling Jaya,Malaysia,Selangor,,638516.0,1458989343
Winston-Salem,United States,North Carolina,,422269.0,1840015324
Countryside,United States,Virginia,,9701.0,1840024500
Wadsworth,United States,Ohio,,24046.0,1840010294
Durango,Mexico,Durango,admin,654876.0,1484854616
Lyon,France,Auvergne-Rhône-Alpes,admin,516092.0,1250196189
Petoskey,United States,Michigan,,8334.0,1840003941
Saraburi,Thailand,Sara Buri,admin,61750.0,1764111243
Oak Lawn,United States,Illinois,,55022.0,1840011306
Alma,Canada,Quebec,,30904.0,1124138438
Orleans,France,Centre-Val de Loire,admin,282828.0,1250441405
Homer,United States,New York,,6225.0,1840004497
Lilburn,United States,Georgia,,12810.0,1840015613
Inglewood,United States,California,,108151.0,1840019237
Bellflower,United States,California,,76435.0,1840019230
Summit,United States,Illinois,,11116.0,1840011329
White Bear Lake,United States,Minnesota,,25875.0,1840010005
Wytheville,United States,Virginia,,7921.0,1840006504
Sonora,United States,California,,28035.0,1840021511
Hampton,United States,Virginia,,134510.0,1840003866
Chestermere,Canada,Alberta,,19887.0,1124000371
Mataram,Indonesia,Nusa Tenggara Barat,admin,408900.0,1360021952
Glyfada,Greece,Attikí,minor,87305.0,1300003373
Sunbury,United Kingdom,Surrey,,18041.0,1826417394
Marlow,United Kingdom,Buckinghamshire,,14004.0,1826308165
Eagle,United States,Idaho,,29796.0,1840018642
Easley,United States,South Carolina,,21364.0,1840013526
Galveston,United States,Texas,,50446.0,1840020970
Majadahonda,Spain,Madrid,,72155.0,1724482447
Ratchaburi,Thailand,Ratchaburi,admin,36339.0,1764773366
Nixa,United States,Missouri,,22515.0,1840008789
Tampico,Mexico,Tamaulipas,minor,314418.0,1484060031
Sao Jose dos Campos,Brazil,São Paulo,,688597.0,1076783887
Cranston,United States,Rhode Island,,81456.0,1840003287
Lionville,United States,Pennsylvania,,6398.0,1840005502
Guanajuato,Mexico,Guanajuato,admin,171709.0,1484185068
Lahaina,United States,Hawaii,,12776.0,1840023234
Kassel,Germany,Hesse,minor,289924.0,1276791686
St. George,United States,Utah,,120899.0,1840021559
Williston,United States,North Dakota,,29844.0,1840001871
Poznan,Poland,Wielkopolskie,admin,533830.0,1616725607
Juneau,United States,Alaska,admin,31974.0,1840023306
Creve Coeur,United States,Missouri,,18622.0,1840007443
Kings Mountain,United States,North Carolina,,10982.0,1840014552
Cullowhee,United States,North Carolina,,6377.0,1840013072
Bronx,United States,New York,,1418207.0,1840033999
Poulsbo,United States,Washington,,11168.0,1840019822
Falls Church,United States,Virginia,,14617.0,1840003835
Pismo Beach,United States,California,,8168.0,1840020416
New York,United States,New York,,18713220.0,1840034016
Forest City,United States,North Carolina,,25311.0,1840016320
Balikesir,Turkey,Balıkesir,admin,331788.0,1792020804
Webster Groves,United States,Missouri,,22819.0,1840010744
Riverview,United States,Florida,,95338.0,1840014158
West Chicago,United States,Illinois,,26816.0,1840010165
Tottori,Japan,Tottori,,187323.0,1392416969
Oak Park,United States,Illinois,,52381.0,1840011307
Artesia,United States,California,,16601.0,1840019224
Lisbon,Portugal,Lisboa,primary,506654.0,1620619017
Wallasey,United Kingdom,Wirral,,60284.0,1826741418
Washington,United States,District of Columbia,primary,5379184.0,1840006060
Little Elm,United States,Texas,,53126.0,1840020640
Surat Thani,Thailand,Surat Thani,admin,130703.0,1764338230
Sudbury,United Kingdom,Ealing,,14950.0,1826460632
Parksville,Canada,British Columbia,,12514.0,1124698963
Chino,United States,California,,94371.0,1840019114
Oakville,Canada,Ontario,,193832.0,1124080468
Hagerstown,United States,Maryland,,184755.0,1840005613
Sausalito,United States,California,,7068.0,1840021514
Invercargill,New Zealand,Southland,admin,50200.0,1554148942
East Hampton,United States,New York,,21952.0,1840005147
Bardstown,United States,Kentucky,,21184.0,1840013219
New Braunfels,United States,Texas,,90209.0,1840021341
Forest Park,United States,Illinois,,13704.0,1840011276
Cirencester,United Kingdom,Gloucestershire,,19076.0,1826367738
North Reading,United States,Massachusetts,,15581.0,1840053482
Wichita Falls,United States,Texas,,104683.0,1840021923
Walled Lake,United States,Michigan,,7134.0,1840002435
Framingham,United States,Massachusetts,,74416.0,1840003131
Taylors,United States,South Carolina,,22230.0,1840013498
Morehead City,United States,North Carolina,,49760.0,1840016482
Hilo,United States,Hawaii,,45056.0,1840023193
Ryugasaki,Japan,Ibaraki,,76055.0,1392150237
Austintown,United States,Ohio,,28488.0,1840005185
Redondo Beach,United States,California,,66749.0,1840020509
West Valley City,United States,Utah,,135248.0,1840021389
Monrovia,Liberia,Montserrado,primary,1021762.0,1430477826
Sahuarita,United States,Arizona,,50616.0,1840022102
Cancun,Mexico,Quintana Roo,minor,743626.0,1484010310
Thalwil,Switzerland,Zürich,,17784.0,1756199955
Kota Kinabalu,Malaysia,Sabah,admin,452058.0,1458441859
Loma Linda,United States,California,,24482.0,1840020406
Compton,United States,California,,95605.0,1840019240
Glenpool,United States,Oklahoma,,13936.0,1840020384
Cheney,United States,Washington,,12522.0,1840018398
Riverside,United States,California,,2107852.0,1840020551
San Luis Potosi,Mexico,San Luis Potosí,admin,824229.0,1484583620
Arkadelphia,United States,Arkansas,,10726.0,1840013638
Tendo,Japan,Yamagata,,61981.0,1392389398
North Haven,United States,Connecticut,,23722.0,1840035515
Rockaway,United States,New Jersey,,25069.0,1840000951
Hailsham,United Kingdom,East Sussex,,20476.0,1826151855
Wichita,United States,Kansas,,482249.0,1840001686
Albany,United States,New York,admin,586383.0,1840000417
Midlothian,United States,Texas,,33532.0,1840020757
Farmingdale,United States,New York,,9002.0,1840005285
Chigasaki,Japan,Kanagawa,,242347.0,1392346493
Milton Keynes,United Kingdom,Milton Keynes,,229941.0,1826291745
South Plainfield,United States,New Jersey,,24052.0,1840001334
Monaco,Monaco,,primary,36371.0,1492854256
Jinju,China,Guangdong,,26393.0,1156152673
Foster City,United States,California,,33901.0,1840020302
Suwa,Japan,Nagano,,48309.0,1392189773
Lorain,United States,Ohio,,180279.0,1840000644
Rancagua,Chile,Libertador General Bernardo O’Higgins,admin,231370.0,1152672356
Haddonfield,United States,New Jersey,,11317.0,1840016699
Groningen,Netherlands,Groningen,admin,201462.0,1528295161
Hackensack,United States,New Jersey,,44188.0,1840003556
Brandon,United States,Florida,,115911.0,1840014151
Willemstad,Curaçao,,primary,150000.0,1531000000
Del Rio,United States,Texas,,44121.0,1840019607
Grass Valley,United States,California,,34196.0,1840020225
Prince Albert,Canada,Saskatchewan,,35926.0,1124158154
Stanford,United States,California,,16326.0,1840028400
Fort Collins,United States,Colorado,,312666.0,1840020151
Iowa City,United States,Iowa,,118041.0,1840000532
Yankton,United States,South Dakota,,14872.0,1840003058
Merrillville,United States,Indiana,,34792.0,1840009261
Stow,United States,Ohio,,34785.0,1840000803
Yelm,United States,Washington,,17103.0,1840021146
San Sebastian de los Reyes,Spain,Madrid,,91224.0,1724422840
Brno,Czechia,Jihomoravský Kraj,admin,382405.0,1203676514
North Richland Hills,United States,Texas,,70670.0,1840020703
Abingdon,United Kingdom,Oxfordshire,,39809.0,1826918722
Mount Dora,United States,Florida,,14516.0,1840015082
Babylon,United States,New York,,211207.0,1840005142
Carson City,United States,Nevada,admin,58756.0,1840003826
Bayport,United States,New York,,8402.0,1840005018
Delson,Canada,Quebec,,7462.0,1124405717
Clark,United States,New Jersey,,15748.0,1840081746
New Carrollton,United States,Maryland,,12928.0,1840005978
Hiroshima,Japan,Hiroshima,admin,1306589.0,1392373695
Cincinnati,United States,Ohio,,1662691.0,1840003814
Coralville,United States,Iowa,,22290.0,1840007076
Libertyville,United States,Illinois,,20205.0,1840011161
Suffolk,United States,Virginia,,92108.0,1840003873
Stowe,United States,Pennsylvania,,6197.0,1840150309
Jacksonville Beach,United States,Florida,,23628.0,1840015032
Leawood,United States,Kansas,,34727.0,1840001638
Cold Spring,United States,Kentucky,,6571.0,1840014257
Elyria,United States,Ohio,,53757.0,1840000643
Vista,United States,California,,101638.0,1840021994
Arcueil,France,Île-de-France,,21501.0,1250317790
Woodland,United States,California,,60598.0,1840021485
Alameda,United States,California,,77624.0,1840018913
Rowlett,United States,Texas,,67339.0,1840020711
Naples,Italy,Campania,admin,966144.0,1380646673
Terre Haute,United States,Indiana,,92490.0,1840009671
Yulee,United States,Florida,,12754.0,1840013928
Pekanbaru,Indonesia,Riau,admin,855221.0,1360422679
Tokushima,Japan,Tokushima,admin,254510.0,1392795984
Dumfries,United Kingdom,Dumfries and Galloway,,33320.0,1826801547
Falkirk,United Kingdom,Falkirk,,35168.0,1826502864
Downey,United States,California,,111126.0,1840019245
Hermosa Beach,United States,California,,19320.0,1840020487
Levelland,United States,Texas,,13755.0,1840020606
Koblenz,Germany,Rhineland-Palatinate,minor,114024.0,1276605495
Huntington Beach,United States,California,,199223.0,1840020578
North Bergen,United States,New Jersey,,61619.0,1840081753
Jefferson City,United States,Missouri,admin,58025.0,1840008615
Anacortes,United States,Washington,,18563.0,1840018366
Baguio City,Philippines,Baguio,admin,345366.0,1608164766
Roseburg,United States,Oregon,,46228.0,1840020034
Blackpool,United Kingdom,Blackpool,,139720.0,1826093175
Daegu,"Korea, South",Daegu,admin,2461002.0,1410095252
Olney,United States,Maryland,,35191.0,1840005836
Glastonbury,United Kingdom,Somerset,,8932.0,1826365312
Heathrow,United States,Florida,,6987.0,1840014070
Naperville,United States,Illinois,,148449.0,1840008143
Elk Grove,United States,California,,174775.0,1840020245
Lititz,United States,Pennsylvania,,9465.0,1840003719
Bangor,United Kingdom,Ards and North Down,,61011.0,1826282262
Chimbote,Peru,Ancash,,497875.0,1604199858
Sydney,Australia,New South Wales,admin,5312163.0,1036074917
Waukegan,United States,Illinois,,86075.0,1840010113
Lindale,United States,Texas,,13442.0,1840022078
Metairie,United States,Louisiana,,142135.0,1840013994
Erie,United States,Pennsylvania,,184484.0,1840000478
Palm Springs,United States,Florida,,25216.0,1840018308
Gimpo,"Korea, South",Gyeonggi,minor,352683.0,1410797548
Kissimmee,United States,Florida,,382720.0,1840015109
Mukilteo,United States,Washington,,21441.0,1840019793
Forest Hill,United States,Texas,,12988.0,1840020695
Caledonia,United States,Wisconsin,,25277.0,1840010091
Williamsville,United States,New York,,5220.0,1840004392
West Palm Beach,United States,Florida,,111955.0,1840015993
Johns Creek,United States,Georgia,,84579.0,1840014742
Vernal,United States,Utah,,19893.0,1840021391
Brooksville,United States,Florida,,8564.0,1840014112
Abu Dhabi,United Arab Emirates,Abū Z̧aby,primary,1000000.0,1784176710
South El Monte,United States,California,,20574.0,1840021869
Hartford,United States,Connecticut,admin,905152.0,1840004773
Milpitas,United States,California,,84196.0,1840020329
Andorra la Vella,Andorra,Andorra la Vella,primary,22151.0,1020828846
Greensburg,United States,Pennsylvania,,14113.0,1840001137
Saugus,United States,Massachusetts,,28215.0,1840053670
Indio,United States,California,,417059.0,1840019304
Saanich,Canada,British Columbia,,114148.0,1124000949
Banbridge,United Kingdom,"Armagh, Banbridge and Craigavon",,14744.0,1826331367
Incheon,"Korea, South",Incheon,admin,2913024.0,1410160313
Wentzville,United States,Missouri,,41784.0,1840010717
Meridian,United States,Idaho,,114161.0,1840020046
Tyler,United States,Texas,,143796.0,1840022076
Fultondale,United States,Alabama,,9284.0,1840002481
Hockessin,United States,Delaware,,13157.0,1840005573
Bellingham,United States,Washington,,130641.0,1840018346
